ID,Domain,Phylum,Class,Order,Family,Genus
OTU_16204,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_22707,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2395,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU_5245,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_14701,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_29734,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_29674,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
OTU_10844,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU_23528,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Unclassified
OTU_21553,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15472,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
OTU_27337,Bacteria,WS3,Unclassified,Unclassified,Unclassified,WS3_genera_incertae_sedis
OTU_9013,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU_18616,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU_8967,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3449,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_27166,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella
OTU_612,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
OTU_8633,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_27193,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_9043,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_1148,Bacteria,Acidobacteria,Acidobacteria_Gp10,Unclassified,Unclassified,Gp10
OTU_2262,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_31828,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax
OTU_79,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1
OTU_13260,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU_7473,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Demequinaceae,Demequina
OTU_17407,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Proteiniclasticum
OTU_6415,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified
OTU_28543,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_16923,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_3496,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2978,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_1442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma
OTU_14476,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_25299,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis
OTU_24665,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_26057,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_10824,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_25517,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_17645,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_20425,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_31983,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_23874,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_12542,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
OTU_20880,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Granulicella
OTU_8852,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_29519,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
OTU_4102,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
OTU_6935,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
OTU_27809,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor
OTU_3579,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
OTU_26233,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_8403,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Ferruginibacter
OTU_2303,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU_22292,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_30935,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Unclassified
OTU_25663,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
OTU_3324,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU_26038,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
OTU_7014,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_10873,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unclassified,Unclassified
OTU_8915,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU_21899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unclassified,Unclassified
OTU_6008,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
OTU_3683,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_22152,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified
OTU_6631,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_3400,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unclassified
OTU_4838,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Unclassified,Unclassified
OTU_21126,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21522,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus
OTU_26059,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6921,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7380,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Unclassified
OTU_7894,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
OTU_2236,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unclassified
OTU_24708,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_31179,Bacteria,Firmicutes,Clostridia,Unclassified,Unclassified,Unclassified
OTU_16367,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
OTU_3578,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila
OTU_17633,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_186,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter
OTU_15877,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis,Unclassified,Unclassified,Ohtaekwangia
OTU_2391,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
OTU_19585,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
OTU_21349,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_938,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp5
OTU_13119,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
OTU_12374,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_9050,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_2006,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Unclassified
OTU_14688,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU_18472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis
OTU_9012,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Hydrotalea
OTU_13225,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_27856,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
OTU_13997,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Unclassified,Unclassified
OTU_14144,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28683,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_535,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Unclassified
OTU_196,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unclassified
OTU_16493,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1
OTU_27810,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Unclassified
OTU_1909,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified
OTU_16499,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unclassified,Unclassified
OTU_8545,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_3703,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
OTU_1926,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
OTU_10224,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
OTU_10232,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19678,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_919,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_18610,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unclassified,Unclassified
OTU_607,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified
OTU_5827,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_17669,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Unclassified,Unclassified
OTU_2747,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella
OTU_27830,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea
OTU_27271,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_29080,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_24810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified,Unclassified
OTU_14216,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_3634,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_14370,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
OTU_30050,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6
OTU_9332,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium
OTU_19560,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_24765,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_22839,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified
OTU_2678,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter
OTU_27437,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_25848,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_18991,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Allokutzneria
OTU_17183,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
OTU_19461,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Unclassified
OTU_2964,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_11231,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
OTU_7157,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp4
OTU_4846,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis
OTU_8202,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_2069,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_1045,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9007,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU_2554,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Psychrosinus
OTU_12423,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_30199,Bacteria,OD1,Unclassified,Unclassified,Unclassified,OD1_genera_incertae_sedis
OTU_28366,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
OTU_25302,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
OTU_529,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_8274,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_9108,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Unclassified
OTU_2938,Bacteria,WS3,Unclassified,Unclassified,Unclassified,WS3_genera_incertae_sedis
OTU_19378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus
OTU_774,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Unclassified
OTU_27490,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6
OTU_23581,Bacteria,Verrucomicrobia,Spartobacteria,Unclassified,Unclassified,Spartobacteria_genera_incertae_sedis
OTU_13347,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_11245,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6697,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_22204,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_5494,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium
OTU_1709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
OTU_11252,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Unclassified,Unclassified
OTU_17678,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Thiobacter
OTU_18781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unclassified
OTU_2766,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_4731,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified
OTU_10929,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2457,Bacteria,Proteobacteria,Betaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_28365,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_23803,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
OTU_7174,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_7409,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_22952,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_5789,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
OTU_9738,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
OTU_27896,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Brevibacillus
OTU_1340,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU_658,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
OTU_12354,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unclassified,Unclassified,Gp2
OTU_18690,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_225,Bacteria,Proteobacteria,Betaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_5156,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus
OTU_1356,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
OTU_336,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_incertae_sedis,Unclassified,Rhizomicrobium
OTU_7871,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Formivibrio
OTU_5597,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unclassified,Unclassified,Gp16
OTU_10168,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Unclassified,Unclassified
OTU_10328,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,Cesiribacter
OTU_14533,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
OTU_12552,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_16579,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus
OTU_17160,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
OTU_25,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU_9492,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
OTU_746,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_229,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
OTU_6657,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
OTU_27176,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6
OTU_15438,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
OTU_9320,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU_26886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,Unclassified
OTU_30568,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_21316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unclassified
OTU_19885,Bacteria,Chloroflexi,Unclassified,Unclassified,Unclassified,Unclassified
OTU_24308,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera
OTU_38,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Terrimonas
OTU_22330,Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified
OTU_29196,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU_6837,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter
OTU_1284,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Thiobacter
OTU_23604,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_166,Bacteria,Proteobacteria,Betaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_25013,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
OTU_971,Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_1817,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Unclassified,Unclassified
OTU_100,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_681,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Granulicella
OTU_23344,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
OTU_914,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unclassified,Unclassified,Gp6
OTU_7078,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_927,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
OTU_25449,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_18691,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides
OTU_27063,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7844,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_26115,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
OTU_18695,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU_6096,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes
OTU_27226,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_7011,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
OTU_6316,Bacteria,Verrucomicrobia,Unclassified,Unclassified,Unclassified,Unclassified
OTU_15269,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Stigmatella
OTU_15151,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_28167,Bacteria,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_19949,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_14150,Bacteria,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU_2707,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_4189,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified
OTU_8896,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified,Unclassified
OTU_11259,Bacteria,Armatimonadetes,Unclassified,Unclassified,Unclassified,Armatimonadetes_gp4
OTU_24755,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_16308,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
OTU_16824,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola
OTU_2504,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_507,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unclassified,Unclassified,Gp1
OTU_31322,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_12223,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Unclassified,Unclassified
OTU_27064,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_12952,Bacteria,Verrucomicrobia,Subdivision3,Unclassified,Unclassified,Subdivision3_genera_incertae_sedis
OTU_2771,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
OTU_25170,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_17920,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
OTU_23570,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
OTU_13787,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_23314,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU_1986,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_10646,Bacteria,Acidobacteria,Acidobacteria_Gp3,Unclassified,Unclassified,Gp3
OTU_17529,Bacteria,Acidobacteria,Acidobacteria_Gp7,Unclassified,Unclassified,Gp7
OTU_4842,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Solitalea
OTU_36,Bacteria,Proteobacteria,Betaproteobacteria,Unclassified,Unclassified,Unclassified
OTU_30614,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Unclassified,Unclassified
OTU_476,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Unclassified
OTU_15473,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Unclassified,Family I,GpI
OTU_3747,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
